ligand,receptor,cell_from_logFC,cell_from_q.value,cell_from,cell_to_logFC,cell_to_q.value,cell_to,comm_type
CD52,SIGLEC10,-3.169776171,1.51E-38,Ciliated,1.003108889,0,Macrophages,other
ADAM9,ITGA3,0.267452044,1.57E-54,Macrophages,0.751828826,1,Aveolar cells,other
ADAM9,ITGA6,0.267452044,1.57E-54,Macrophages,0.157497029,1,Aveolar cells,other
ADAM9,ITGB1,0.267452044,1.57E-54,Macrophages,0.451650607,1,Aveolar cells,other
ADM,ADRB2,0.604983495,0,Macrophages,0.279681259,1,Aveolar cells,other
ALOX5AP,ALOX5,-1.429330476,0,Macrophages,-1.651544235,9.20E-11,Aveolar cells,other
APOC2,LDLR,-0.224947965,1.32E-288,Macrophages,0.893353672,1,Aveolar cells,other
APOC2,LRP1,-0.224947965,1.32E-288,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
APOE,LDLR,-0.693252079,0,Macrophages,0.893353672,1,Aveolar cells,other
APOE,LRP1,-0.693252079,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
APOE,LRP5,-0.693252079,0,Macrophages,0.143199661,1,Aveolar cells,other
APOE,SCARB1,-0.693252079,0,Macrophages,-0.120971323,1,Aveolar cells,other
APOE,SORL1,-0.693252079,0,Macrophages,0.202734752,1,Aveolar cells,other
APP,CAV1,0.46523939,1.16E-226,Macrophages,1.807763667,1,Aveolar cells,other
APP,CD74,0.46523939,1.16E-226,Macrophages,-2.070020552,0.054494063,Aveolar cells,other
APP,FPR2,0.46523939,1.16E-226,Macrophages,-0.134365376,1,Aveolar cells,other
APP,GPC1,0.46523939,1.16E-226,Macrophages,0.246880566,1,Aveolar cells,other
APP,LRP1,0.46523939,1.16E-226,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
APP,TNFRSF21,0.46523939,1.16E-226,Macrophages,0.362470472,1,Aveolar cells,other
ARF1,CHRM3,0.30675671,3.34E-90,Macrophages,-0.155650882,0.493090788,Aveolar cells,other
C1QA,CR1,-0.947611148,0,Macrophages,-0.151089034,0.493090788,Aveolar cells,other
C1QB,LRP1,-0.761789297,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
CALM1,EGFR,0.423808234,0,Macrophages,0.496472499,1,Aveolar cells,other
CALM1,FAS,0.423808234,0,Macrophages,0.523348913,1,Aveolar cells,other
CALM1,KCNQ3,0.423808234,0,Macrophages,0.258591167,1,Aveolar cells,other
CALM1,PDE1B,0.423808234,0,Macrophages,-0.31071801,4.14E-05,Aveolar cells,other
CALM1,PTPRA,0.423808234,0,Macrophages,-0.13659317,1,Aveolar cells,other
CALM2,PDE1B,-0.167450428,1.70E-159,Macrophages,-0.31071801,4.14E-05,Aveolar cells,other
CALM3,EGFR,0.691120031,0,Macrophages,0.496472499,1,Aveolar cells,other
CALM3,KCNQ3,0.691120031,0,Macrophages,0.258591167,1,Aveolar cells,other
CALM3,PDE1B,0.691120031,0,Macrophages,-0.31071801,4.14E-05,Aveolar cells,other
CALR,HLA-F,0.581337177,2.97E-237,Macrophages,-0.216710919,1,Aveolar cells,other
CALR,ITGA3,0.581337177,2.97E-237,Macrophages,0.751828826,1,Aveolar cells,other
CALR,LRP1,0.581337177,2.97E-237,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
CAMP,EGFR,-0.259464674,8.15E-271,Macrophages,0.496472499,1,Aveolar cells,other
CAMP,FPR2,-0.259464674,8.15E-271,Macrophages,-0.134365376,1,Aveolar cells,other
CAMP,IGF1R,-0.259464674,8.15E-271,Macrophages,0.140961313,1,Aveolar cells,other
CAMP,P2RX7,-0.259464674,8.15E-271,Macrophages,-0.230072531,1,Aveolar cells,other
CCL13,CCR1,0.790048355,7.56E-285,Macrophages,-0.115965362,1,Aveolar cells,other
CCL2,CCR1,3.28549325,0,Macrophages,-0.115965362,1,Aveolar cells,other
CCL3,CCR1,0.393340058,4.68E-222,Macrophages,-0.115965362,1,Aveolar cells,other
CCL4,CCR1,0.835357526,2.13E-244,Macrophages,-0.115965362,1,Aveolar cells,other
CCL5,CCR1,0.615175611,3.29E-177,Macrophages,-0.115965362,1,Aveolar cells,other
CCL5,SDC1,0.615175611,3.29E-177,Macrophages,0.523666232,1,Aveolar cells,other
CCL5,SDC4,0.615175611,3.29E-177,Macrophages,1.222165891,1,Aveolar cells,other
CCL7,CCR1,1.441755991,0,Macrophages,-0.115965362,1,Aveolar cells,other
CCL8,CCR1,2.332371427,0,Macrophages,-0.115965362,1,Aveolar cells,other
CD14,ITGB1,0.992675695,0,Macrophages,0.451650607,1,Aveolar cells,other
CD14,ITGB2,0.992675695,0,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
CD14,RIPK1,0.992675695,0,Macrophages,-0.212452829,1,Aveolar cells,other
CD14,TLR4,0.992675695,0,Macrophages,-0.140070612,1,Aveolar cells,other
CD14,TLR6,0.992675695,0,Macrophages,-0.144478716,1,Aveolar cells,other
CD36,TLR4,0.433225711,3.93E-116,Macrophages,-0.140070612,1,Aveolar cells,other
CD36,TLR6,0.433225711,3.93E-116,Macrophages,-0.144478716,1,Aveolar cells,other
CXCL10,SDC4,2.302593041,0,Macrophages,1.222165891,1,Aveolar cells,other
F13A1,ITGB1,0.553370197,0,Macrophages,0.451650607,1,Aveolar cells,other
FN1,C5AR1,0.136130312,7.73E-75,Macrophages,-1.159936414,1.12E-07,Aveolar cells,other
GAS6,AXL,0.322866484,4.80E-298,Macrophages,-0.13804629,1,Aveolar cells,other
GNAI2,ADCY7,0.254396454,2.73E-29,Macrophages,-0.688310296,1,Aveolar cells,other
GNAI2,ADORA1,0.254396454,2.73E-29,Macrophages,-0.101713563,1,Aveolar cells,other
GNAI2,C5AR1,0.254396454,2.73E-29,Macrophages,-1.159936414,1.12E-07,Aveolar cells,other
GNAI2,CAV1,0.254396454,2.73E-29,Macrophages,1.807763667,1,Aveolar cells,other
GNAI2,EGFR,0.254396454,2.73E-29,Macrophages,0.496472499,1,Aveolar cells,other
GNAI2,FPR1,0.254396454,2.73E-29,Macrophages,-0.575293372,1,Aveolar cells,other
GNAI2,IGF1R,0.254396454,2.73E-29,Macrophages,0.140961313,1,Aveolar cells,other
GNAI2,S1PR4,0.254396454,2.73E-29,Macrophages,-0.185628301,1,Aveolar cells,other
GNAI2,UNC5B,0.254396454,2.73E-29,Macrophages,-0.672882068,0.839349967,Aveolar cells,other
GNAS,ADCY7,-0.220231515,0,Macrophages,-0.688310296,1,Aveolar cells,other
GNAS,ADORA1,-0.220231515,0,Macrophages,-0.101713563,1,Aveolar cells,other
HBEGF,CD44,-0.248059975,0,Macrophages,-0.545412781,1,Aveolar cells,other
HBEGF,CD82,-0.248059975,0,Macrophages,-0.266628013,1,Aveolar cells,other
HBEGF,CD9,-0.248059975,0,Macrophages,0.563727564,1,Aveolar cells,other
HBEGF,EGFR,-0.248059975,0,Macrophages,0.496472499,1,Aveolar cells,other
HLA-A,APLP2,0.506280953,0,Macrophages,-0.355362815,1,Aveolar cells,other
HLA-A,LILRB1,0.506280953,0,Macrophages,-0.169203002,1,Aveolar cells,other
HLA-C,DDR1,-0.454043649,0,Macrophages,0.377404837,1,Aveolar cells,other
HLA-C,LILRB1,-0.454043649,0,Macrophages,-0.169203002,1,Aveolar cells,other
HP,ASGR1,-1.950434969,0,Macrophages,-0.512148088,0.007339885,Aveolar cells,other
HP,ITGB2,-1.950434969,0,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
HSP90AA1,EGFR,0.692892565,0,Macrophages,0.496472499,1,Aveolar cells,other
HSP90B1,ASGR1,0.297530611,3.41E-08,Macrophages,-0.512148088,0.007339885,Aveolar cells,other
HSP90B1,LRP1,0.297530611,3.41E-08,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
HSP90B1,TLR1,0.297530611,3.41E-08,Macrophages,-0.437710819,0.010778282,Aveolar cells,other
HSP90B1,TLR2,0.297530611,3.41E-08,Macrophages,-0.146330061,1,Aveolar cells,other
HSP90B1,TLR4,0.297530611,3.41E-08,Macrophages,-0.140070612,1,Aveolar cells,other
HSP90B1,TLR7,0.297530611,3.41E-08,Macrophages,-0.151089034,0.493090788,Aveolar cells,other
HSPA8,ADRB2,0.456034372,2.67E-33,Macrophages,0.279681259,1,Aveolar cells,other
HSPA8,LDLR,0.456034372,2.67E-33,Macrophages,0.893353672,1,Aveolar cells,other
ICAM1,CAV1,0.567569691,0,Macrophages,1.807763667,1,Aveolar cells,other
ICAM1,EGFR,0.567569691,0,Macrophages,0.496472499,1,Aveolar cells,other
ICAM1,IL2RG,0.567569691,0,Macrophages,-0.32757055,0.013884304,Aveolar cells,other
ICAM1,ITGAX,0.567569691,0,Macrophages,-0.536387713,7.10E-06,Aveolar cells,other
ICAM1,ITGB2,0.567569691,0,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
ICAM2,ITGB2,0.119696107,1,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
IL1RN,IL1R1,0.737122513,3.71E-20,Macrophages,0.143538144,1,Aveolar cells,other
INHBA,ACVR1B,-1.288852474,0,Macrophages,-0.193063503,1,Aveolar cells,other
INHBA,ENG,-1.288852474,0,Macrophages,-0.614744442,1,Aveolar cells,other
INHBA,SMAD3,-1.288852474,0,Macrophages,0.188571918,1,Aveolar cells,other
IRAK4,TLR4,0.233343865,2.73E-25,Macrophages,-0.140070612,1,Aveolar cells,other
IRAK4,TLR6,0.233343865,2.73E-25,Macrophages,-0.144478716,1,Aveolar cells,other
IRAK4,TLR7,0.233343865,2.73E-25,Macrophages,-0.151089034,0.493090788,Aveolar cells,other
LGALS3BP,ITGB1,-0.519313314,0,Macrophages,0.451650607,1,Aveolar cells,other
LGALS9,HAVCR2,0.547436978,1.22E-166,Macrophages,-0.416695191,0.435934206,Aveolar cells,other
LPL,CD44,-0.765380118,0,Macrophages,-0.545412781,1,Aveolar cells,other
LPL,LRP1,-0.765380118,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
LPL,SDC1,-0.765380118,0,Macrophages,0.523666232,1,Aveolar cells,other
LRPAP1,LDLR,-0.61096315,0,Macrophages,0.893353672,1,Aveolar cells,other
LRPAP1,LRP1,-0.61096315,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
LRPAP1,SORL1,-0.61096315,0,Macrophages,0.202734752,1,Aveolar cells,other
LRPAP1,SORT1,-0.61096315,0,Macrophages,-0.788642624,0.040943657,Aveolar cells,other
MDK,ITGA6,0.453475824,8.48E-195,Macrophages,0.157497029,1,Aveolar cells,other
MDK,ITGB1,0.453475824,8.48E-195,Macrophages,0.451650607,1,Aveolar cells,other
MDK,LRP1,0.453475824,8.48E-195,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
MDK,SDC1,0.453475824,8.48E-195,Macrophages,0.523666232,1,Aveolar cells,other
MDK,SDC4,0.453475824,8.48E-195,Macrophages,1.222165891,1,Aveolar cells,other
MDK,TSPAN1,0.453475824,8.48E-195,Macrophages,1.071589712,1,Aveolar cells,other
PLAU,ITGB2,0.157221242,1,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
SEMA4A,PLXNB1,0.312651782,4.21E-189,Macrophages,0.15739324,1,Aveolar cells,other
SEMA4A,PLXNB2,0.312651782,4.21E-189,Macrophages,0.113587581,1,Aveolar cells,other
SEMA4A,PLXND1,0.312651782,4.21E-189,Macrophages,-0.291396228,1,Aveolar cells,other
RNASE2,TLR2,0.809275794,0,Macrophages,-0.146330061,1,Aveolar cells,other
RPS19,C5AR1,-0.163495935,1.35E-201,Macrophages,-1.159936414,1.12E-07,Aveolar cells,other
RPS27A,ADRB2,-0.517197979,0,Macrophages,0.279681259,1,Aveolar cells,other
RPS27A,LDLR,-0.517197979,0,Macrophages,0.893353672,1,Aveolar cells,other
RPS27A,RIPK1,-0.517197979,0,Macrophages,-0.212452829,1,Aveolar cells,other
RPS27A,SMAD3,-0.517197979,0,Macrophages,0.188571918,1,Aveolar cells,other
RPS27A,TGFBR2,-0.517197979,0,Macrophages,0.332569351,1,Aveolar cells,other
RPS27A,TLR4,-0.517197979,0,Macrophages,-0.140070612,1,Aveolar cells,other
S100A8,TLR4,2.03028513,0,Macrophages,-0.140070612,1,Aveolar cells,other
S100A9,TLR4,1.381482183,0,Macrophages,-0.140070612,1,Aveolar cells,other
SELPLG,ITGB2,-0.189110388,1.79E-234,Macrophages,-1.215172422,4.41E-08,Aveolar cells,other
SERPINA1,LRP1,-0.60791936,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
SERPING1,LRP1,-0.434481949,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
SPP1,CD44,1.896109537,0,Macrophages,-0.545412781,1,Aveolar cells,other
SPP1,ITGA5,1.896109537,0,Macrophages,-0.253992407,1,Aveolar cells,other
SPP1,ITGB1,1.896109537,0,Macrophages,0.451650607,1,Aveolar cells,other
THBS1,CD36,-0.35913051,0,Macrophages,-0.215633957,1,Aveolar cells,other
THBS1,CD47,-0.35913051,0,Macrophages,0.68199228,1,Aveolar cells,other
THBS1,ITGA3,-0.35913051,0,Macrophages,0.751828826,1,Aveolar cells,other
THBS1,ITGA6,-0.35913051,0,Macrophages,0.157497029,1,Aveolar cells,other
THBS1,ITGB1,-0.35913051,0,Macrophages,0.451650607,1,Aveolar cells,other
THBS1,LRP1,-0.35913051,0,Macrophages,-0.905994064,0.058859707,Aveolar cells,other
THBS1,LRP5,-0.35913051,0,Macrophages,0.143199661,1,Aveolar cells,other
THBS1,SCARB1,-0.35913051,0,Macrophages,-0.120971323,1,Aveolar cells,other
THBS1,SDC1,-0.35913051,0,Macrophages,0.523666232,1,Aveolar cells,other
THBS1,SDC4,-0.35913051,0,Macrophages,1.222165891,1,Aveolar cells,other
TIMP1,CD63,1.66122735,0,Macrophages,0.362183134,1,Aveolar cells,other
TNFSF10,TNFRSF10A,1.483508134,0,Macrophages,0.168104221,1,Aveolar cells,other
TNFSF13,FAS,-0.649185509,0,Macrophages,0.523348913,1,Aveolar cells,other
TNFSF13,TNFRSF14,-0.649185509,0,Macrophages,-0.394760904,1,Aveolar cells,other
TNFSF13,TNFRSF1A,-0.649185509,0,Macrophages,-0.316726683,1,Aveolar cells,other
UBB,ADRB2,-0.888728214,0,Macrophages,0.279681259,1,Aveolar cells,other
UBB,LDLR,-0.888728214,0,Macrophages,0.893353672,1,Aveolar cells,other
UBB,RIPK1,-0.888728214,0,Macrophages,-0.212452829,1,Aveolar cells,other
UBB,SMAD3,-0.888728214,0,Macrophages,0.188571918,1,Aveolar cells,other
UBB,TGFBR2,-0.888728214,0,Macrophages,0.332569351,1,Aveolar cells,other
UBB,TLR4,-0.888728214,0,Macrophages,-0.140070612,1,Aveolar cells,other
UBC,ADRB2,0.778921739,0,Macrophages,0.279681259,1,Aveolar cells,other
UBC,LDLR,0.778921739,0,Macrophages,0.893353672,1,Aveolar cells,other
UBC,RIPK1,0.778921739,0,Macrophages,-0.212452829,1,Aveolar cells,other
UBC,SMAD3,0.778921739,0,Macrophages,0.188571918,1,Aveolar cells,other
UBC,TGFBR2,0.778921739,0,Macrophages,0.332569351,1,Aveolar cells,other
UBC,TLR4,0.778921739,0,Macrophages,-0.140070612,1,Aveolar cells,other
VCAN,CD44,1.17234387,0,Macrophages,-0.545412781,1,Aveolar cells,other
VCAN,EGFR,1.17234387,0,Macrophages,0.496472499,1,Aveolar cells,other
VCAN,ITGB1,1.17234387,0,Macrophages,0.451650607,1,Aveolar cells,other
VCAN,TLR1,1.17234387,0,Macrophages,-0.437710819,0.010778282,Aveolar cells,other
VCAN,TLR2,1.17234387,0,Macrophages,-0.146330061,1,Aveolar cells,other
VIM,CD44,-0.593550312,0,Macrophages,-0.545412781,1,Aveolar cells,other
LGALS8,ITGA3,0.205767948,4.39E-13,Macrophages,0.751828826,1,Aveolar cells,other
TYROBP,TREM1,-0.23225819,0,Macrophages,-1.562944238,1.97E-14,Aveolar cells,other
ADA,DPP4,0.201293195,6.21E-154,Macrophages,0.3489576,1,Aveolar cells,other
LGALS1,ITGB1,0.570277813,0,Macrophages,0.451650607,1,Aveolar cells,other
LGALS1,PTPRC,0.570277813,0,Macrophages,-0.987752264,0.001231336,Aveolar cells,other
PECAM1,CD38,-0.457188187,0,Macrophages,0.325922711,1,Aveolar cells,other
MRC1,PTPRC,-0.50410947,0,Macrophages,-0.987752264,0.001231336,Aveolar cells,other
LILRB4,LAIR1,1.273368683,0,Macrophages,-0.65290998,0.321143814,Aveolar cells,other
ICAM1,SPN,0.567569691,0,Macrophages,-0.883102481,5.26E-05,Aveolar cells,other
CD99,PILRA,0.263522667,8.36E-27,Macrophages,-1.138514047,6.55E-09,Aveolar cells,other
ADAM15,ITGA5,0.104461392,1,Aveolar cells,0.451215307,4.73E-107,Macrophages,other
ADAM17,ITGA5,-0.752479742,0.122523038,Aveolar cells,0.451215307,4.73E-107,Macrophages,other
AGRP,SDC3,-0.899844403,2.01E-17,Aveolar cells,0.62273371,0,Macrophages,other
ALOX5AP,ALOX5,-2.41902917,4.54E-12,Aveolar cells,-0.741695243,0,Macrophages,other
ANXA1,DYSF,-0.226690013,1,Aveolar cells,0.705810319,0,Macrophages,other
ANXA1,FPR1,-0.226690013,1,Aveolar cells,0.86801153,0,Macrophages,other
ANXA1,FPR3,-0.226690013,1,Aveolar cells,0.763035958,0,Macrophages,other
APOE,SORL1,-2.58861817,1.41E-08,Aveolar cells,0.139445275,1,Macrophages,other
APP,CD74,0.904269751,1,Aveolar cells,-1.018967542,0,Macrophages,other
C1QA,CD93,-2.879107493,5.96E-06,Aveolar cells,0.358169522,1.53E-278,Macrophages,other
C3,C3AR1,0.976780056,1,Aveolar cells,0.552391756,5.46E-200,Macrophages,other
C3,CD46,0.976780056,1,Aveolar cells,-0.409948059,0,Macrophages,other
C3,CD81,0.976780056,1,Aveolar cells,-0.279962352,0,Macrophages,other
C3,IFITM1,0.976780056,1,Aveolar cells,3.007498093,0,Macrophages,other
C3,ITGAM,0.976780056,1,Aveolar cells,0.614091549,0,Macrophages,other
C4BPA,CD40,0.468092934,1,Aveolar cells,0.393878095,8.38E-65,Macrophages,other
CALM1,ABCA1,-0.217462749,1,Aveolar cells,0.645580165,0,Macrophages,other
CALM1,FAS,-0.217462749,1,Aveolar cells,0.272300968,1.71E-214,Macrophages,other
CALM1,SELL,-0.217462749,1,Aveolar cells,0.583894701,0,Macrophages,other
CALM2,ABCA1,0.764681561,1,Aveolar cells,0.645580165,0,Macrophages,other
CALM2,SELL,0.764681561,1,Aveolar cells,0.583894701,0,Macrophages,other
CALM3,ABCA1,0.288334143,1,Aveolar cells,0.645580165,0,Macrophages,other
CALM3,SELL,0.288334143,1,Aveolar cells,0.583894701,0,Macrophages,other
CCL2,CCR1,1.295487831,1,Aveolar cells,1.306045262,0,Macrophages,other
CCL2,CCR5,1.295487831,1,Aveolar cells,0.244063867,3.83E-226,Macrophages,other
CD14,TLR4,-1.03444067,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
CD36,TLR4,-0.215633957,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
CD55,ADGRE2,1.476581574,1,Aveolar cells,0.2970996,7.95E-141,Macrophages,other
CFH,ITGAM,0.22564747,1,Aveolar cells,0.614091549,0,Macrophages,other
CFH,SELL,0.22564747,1,Aveolar cells,0.583894701,0,Macrophages,other
CSF1,CSF1R,-0.335803648,1,Aveolar cells,0.688669384,0,Macrophages,other
CYR61,ITGA5,1.3351294,1,Aveolar cells,0.451215307,4.73E-107,Macrophages,other
CYR61,ITGAM,1.3351294,1,Aveolar cells,0.614091549,0,Macrophages,other
DUSP18,CD151,0.213218885,1,Aveolar cells,-0.433162411,0,Macrophages,other
DUSP18,RPSA,0.213218885,1,Aveolar cells,-0.289821948,0,Macrophages,other
FN1,ITGA5,-0.683114864,1,Aveolar cells,0.451215307,4.73E-107,Macrophages,other
FN1,ITGB8,-0.683114864,1,Aveolar cells,-0.27075841,0,Macrophages,other
GNAI2,ADCY7,-0.666579852,0.097788376,Aveolar cells,0.280544449,1.33E-22,Macrophages,other
GNAI2,CCR5,-0.666579852,0.097788376,Aveolar cells,0.244063867,3.83E-226,Macrophages,other
GNAI2,FPR1,-0.666579852,0.097788376,Aveolar cells,0.86801153,0,Macrophages,other
GNAI2,UNC5B,-0.666579852,0.097788376,Aveolar cells,-0.375401394,0,Macrophages,other
GNAS,ADCY7,0.20599133,1,Aveolar cells,0.280544449,1.33E-22,Macrophages,other
HBEGF,CD82,0.368291295,1,Aveolar cells,0.263986225,0.000227863,Macrophages,other
HBEGF,CD9,0.368291295,1,Aveolar cells,-1.278448217,0,Macrophages,other
HEBP1,FPR3,-0.392220037,1,Aveolar cells,0.763035958,0,Macrophages,other
HLA-A,APLP2,0.501543245,1,Aveolar cells,0.219085744,9.93E-14,Macrophages,other
HLA-A,LILRB1,0.501543245,1,Aveolar cells,0.77863979,0,Macrophages,other
HLA-A,LILRB2,0.501543245,1,Aveolar cells,1.289064282,0,Macrophages,other
HLA-B,LILRB1,-0.432006545,1,Aveolar cells,0.77863979,0,Macrophages,other
HLA-B,LILRB2,-0.432006545,1,Aveolar cells,1.289064282,0,Macrophages,other
HLA-C,LILRB1,-0.665127334,1,Aveolar cells,0.77863979,0,Macrophages,other
HLA-C,LILRB2,-0.665127334,1,Aveolar cells,1.289064282,0,Macrophages,other
HLA-G,LILRB1,0.700747696,1,Aveolar cells,0.77863979,0,Macrophages,other
HLA-G,LILRB2,0.700747696,1,Aveolar cells,1.289064282,0,Macrophages,other
HMGB1,TLR4,0.197753604,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
HP,ASGR1,-1.89694904,2.01E-17,Aveolar cells,0.309793714,3.88E-29,Macrophages,other
HP,ITGAM,-1.89694904,2.01E-17,Aveolar cells,0.614091549,0,Macrophages,other
HP,ITGB2,-1.89694904,2.01E-17,Aveolar cells,0.189293563,7.45E-07,Macrophages,other
HRAS,TLR2,0.548986041,1,Aveolar cells,0.852865008,0,Macrophages,other
HSP90B1,ASGR1,0.739187175,1,Aveolar cells,0.309793714,3.88E-29,Macrophages,other
HSP90B1,TLR1,0.739187175,1,Aveolar cells,0.331042766,6.75E-93,Macrophages,other
HSP90B1,TLR2,0.739187175,1,Aveolar cells,0.852865008,0,Macrophages,other
HSP90B1,TLR4,0.739187175,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
HSPA1A,TLR4,1.344124637,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
ICAM1,ITGAM,1.351767907,1,Aveolar cells,0.614091549,0,Macrophages,other
ICAM2,ITGAM,-0.176391499,1,Aveolar cells,0.614091549,0,Macrophages,other
ICAM4,ITGAM,-0.214487022,1,Aveolar cells,0.614091549,0,Macrophages,other
IL16,CCR5,-0.150558918,1,Aveolar cells,0.244063867,3.83E-226,Macrophages,other
IL16,KCNA3,-0.150558918,1,Aveolar cells,-0.224679809,0,Macrophages,other
IL18,CD48,0.13306769,1,Aveolar cells,0.757493274,0,Macrophages,other
IL18,IL18BP,0.13306769,1,Aveolar cells,0.483290369,2.52E-243,Macrophages,other
IL1B,ADRB2,-0.477555225,4.14E-05,Aveolar cells,-0.166466443,2.93E-226,Macrophages,other
IL1B,IL1R2,-0.477555225,4.14E-05,Aveolar cells,1.553671742,0,Macrophages,other
IL1RN,IL1R2,-0.108762168,1,Aveolar cells,1.553671742,0,Macrophages,other
INHBA,ENG,-1.334243539,6.76E-18,Aveolar cells,0.420469101,3.30E-40,Macrophages,other
LAMB2,RPSA,0.303101794,1,Aveolar cells,-0.289821948,0,Macrophages,other
LAMB3,CD151,0.84379966,1,Aveolar cells,-0.433162411,0,Macrophages,other
LAMC2,CD151,0.825018266,1,Aveolar cells,-0.433162411,0,Macrophages,other
LGALS9,HAVCR2,-0.29989094,1,Aveolar cells,0.722253107,0,Macrophages,other
LPL,CD44,-0.707802,1.11E-06,Aveolar cells,0.139727709,1,Macrophages,other
LRPAP1,SORT1,-0.821287604,1,Aveolar cells,-0.562961576,0,Macrophages,other
LTB,CD40,-0.14575383,1,Aveolar cells,0.393878095,8.38E-65,Macrophages,other
LTB,LTBR,-0.14575383,1,Aveolar cells,0.362676346,3.76E-48,Macrophages,other
LTB,TNFRSF1A,-0.14575383,1,Aveolar cells,0.271225514,9.65E-06,Macrophages,other
LY86,CD180,-0.704403155,1.53E-11,Aveolar cells,0.377479955,8.49E-262,Macrophages,other
LYZ,ITGAL,-2.432510322,2.28E-09,Aveolar cells,-0.131612737,5.53E-181,Macrophages,other
MDK,SDC3,1.426970922,1,Aveolar cells,0.62273371,0,Macrophages,other
MDK,SDC4,1.426970922,1,Aveolar cells,0.254441325,4.66E-55,Macrophages,other
MFNG,NOTCH2,-0.340260211,0.953901533,Aveolar cells,0.206278279,6.61E-05,Macrophages,other
NTS,SORT1,0.827095678,1,Aveolar cells,-0.562961576,0,Macrophages,other
PLAU,ITGA5,-0.422118921,1,Aveolar cells,0.451215307,4.73E-107,Macrophages,other
PLAU,ITGAM,-0.422118921,1,Aveolar cells,0.614091549,0,Macrophages,other
PLAU,ST14,-0.422118921,1,Aveolar cells,0.702125539,0,Macrophages,other
PROS1,AXL,-0.144432188,1,Aveolar cells,-0.236040645,6.86E-291,Macrophages,other
PSAP,SORT1,-1.570970145,0.340784172,Aveolar cells,-0.562961576,0,Macrophages,other
PSEN1,NOTCH2,-0.424538281,1,Aveolar cells,0.206278279,6.61E-05,Macrophages,other
QDPR,DYSF,0.226170414,1,Aveolar cells,0.705810319,0,Macrophages,other
RPS27A,TLR4,0.156023235,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
RSPO3,SDC4,-0.232131814,4.14E-05,Aveolar cells,0.254441325,4.66E-55,Macrophages,other
S100A8,TLR4,-0.19369695,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
S100A9,TLR4,-0.37890248,1,Aveolar cells,0.30380965,3.37E-24,Macrophages,other
SCGB3A1,MARCO,3.982757954,1,Aveolar cells,-0.635829855,0,Macrophages,other
SCGB3A2,MARCO,0.427596248,1,Aveolar cells,-0.635829855,0,Macrophages,other
SELPLG,ITGAM,-0.884718383,1.76E-07,Aveolar cells,0.614091549,0,Macrophages,other
SELPLG,ITGB2,-0.884718383,1.76E-07,Aveolar cells,0.189293563,7.45E-07,Macrophages,other
SELPLG,SELL,-0.884718383,1.76E-07,Aveolar cells,0.583894701,0,Macrophages,other
SEMA3B,NRP2,0.459328576,1,Aveolar cells,0.431990878,1.70E-66,Macrophages,other
SEMA4D,CD72,-0.183790054,1,Aveolar cells,0.200163319,1.31E-82,Macrophages,other
SFTPA1,TLR2,2.257346621,1,Aveolar cells,0.852865008,0,Macrophages,other
