source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,ligand.logFC,ligand.pct.1,ligand.pct.2,ligand.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2,receptor.pvalues
Prolif.T,Prolif.T,FYN,SPN,0.007997724,0,3162,FYN - SPN,other,other,other,Pos,0.666903569,0.564,0.075,4.71E-15,-0.244913245,0.602,0.738,0.000407677
Prolif.T,Aveolar cells,LGALS8,ITGA3,0.001215564,0,3170,LGALS8 - ITGA3,other,other,other,Pos,0.335607607,0.443,0.188,2.28E-06,0.751828826,0.357,0,0.044761518
Prolif.T,Prolif.T,ADA,DPP4,0.001005736,0,3175,ADA - DPP4,other,other,other,Pos,0.53310291,0.45,0,6.62E-14,0.435419097,0.394,0.025,1.97E-10
Prolif.T,Prolif.T,FADD,FAS,0.000789749,0,3178,FADD - FAS,other,other,other,Pos,0.242080988,0.363,0.188,0.000861112,0.4273475,0.41,0.062,1.31E-09
Prolif.T,Aveolar cells,FADD,FAS,0.000720344,0,3178,FADD - FAS,other,other,other,Pos,0.242080988,0.363,0.188,0.000861112,0.523348913,0.294,0,0.078127154
Macrophages,Macrophages,LGALS1,ITGB1,0.02845148,0,3181,LGALS1 - ITGB1,other,other,other,Pos,0.570277813,0.934,0.99,0,-0.138667375,0.401,0.651,3.47E-181
Macrophages,T cells,LGALS1,ITGB1,0.027717848,0,3181,LGALS1 - ITGB1,other,other,other,Pos,0.570277813,0.934,0.99,0,NA,NA,NA,NA
Macrophages,DC,LGALS1,ITGB1,0.026501712,0.03,3181,LGALS1 - ITGB1,other,other,other,Pos,0.570277813,0.934,0.99,0,-0.213720894,0.496,0.624,4.78E-07
Macrophages,Prolif.T,LGALS1,ITGB1,0.052694978,0,3181,LGALS1 - ITGB1,other,other,other,Pos,0.570277813,0.934,0.99,0,-0.225799727,0.591,0.75,6.44E-05
Macrophages,Aveolar cells,LGALS1,ITGB1,0.075452844,0,3181,LGALS1 - ITGB1,other,other,other,Pos,0.570277813,0.934,0.99,0,0.451650607,0.58,0.375,0.251212292
Macrophages,T cells,LGALS1,PTPRC,0.202041037,0,3182,LGALS1 - PTPRC,other,other,other,Pos,0.570277813,0.934,0.99,0,0.180697142,0.823,0.703,9.47E-09
Macrophages,DC,LGALS1,PTPRC,0.13353322,0,3182,LGALS1 - PTPRC,other,other,other,Pos,0.570277813,0.934,0.99,0,-0.317291221,0.823,0.895,1.05E-16
Macrophages,Prolif.T,LGALS1,PTPRC,0.181903487,0,3182,LGALS1 - PTPRC,other,other,other,Pos,0.570277813,0.934,0.99,0,0.649620462,0.977,0.912,2.48E-19
Prolif.T,DC,CD6,ALCAM,0.001101981,0,3184,CD6 - ALCAM,other,other,other,Pos,0.347468401,0.347,0.038,7.01E-08,-0.390170607,0.384,0.59,2.44E-13
Prolif.T,Ciliated,CD6,ALCAM,0.005082065,0,3184,CD6 - ALCAM,other,other,other,Pos,0.347468401,0.347,0.038,7.01E-08,1.004703427,0.727,0.283,6.42E-21
Prolif.T,Aveolar cells,CD6,ALCAM,0.000844748,0,3184,CD6 - ALCAM,other,other,other,Pos,0.347468401,0.347,0.038,7.01E-08,0.105747646,0.35,0.5,0.564232524
Ciliated,T cells,CD59,CD2,0.068746851,0,3185,CD59 - CD2,other,other,other,Pos,1.005189761,0.636,0.26,1.21E-15,0.277782278,0.756,0.642,3.01E-17
Ciliated,Prolif.T,CD59,CD2,0.064783828,0,3185,CD59 - CD2,other,other,other,Pos,1.005189761,0.636,0.26,1.21E-15,1.977719485,0.94,0.138,3.58E-42
Macrophages,Macrophages,LILRB4,LAIR1,0.035063954,0,3221,LILRB4 - LAIR1,other,other,other,Pos,1.273368683,0.585,0.103,0,0.551105679,0.685,0.668,7.05E-264
DC,Macrophages,LILRB4,LAIR1,0.037134305,0,3221,LILRB4 - LAIR1,other,other,other,Pos,1.065902205,0.69,0.234,2.95E-54,0.551105679,0.685,0.668,7.05E-264
Macrophages,DC,LILRB4,LAIR1,0.010282849,0,3221,LILRB4 - LAIR1,other,other,other,Pos,1.273368683,0.585,0.103,0,0.567819138,0.493,0.277,4.71E-17
DC,DC,LILRB4,LAIR1,0.010906538,0,3221,LILRB4 - LAIR1,other,other,other,Pos,1.065902205,0.69,0.234,2.95E-54,0.567819138,0.493,0.277,4.71E-17
Macrophages,DC,ICAM1,SPN,0.001100181,0,3222,ICAM1 - SPN,other,other,other,Pos,0.567569691,0.299,0.106,0,-0.130188099,0.287,0.41,5.13E-05
Macrophages,Prolif.T,ICAM1,SPN,0.003440986,0,3222,ICAM1 - SPN,other,other,other,Pos,0.567569691,0.299,0.106,0,-0.244913245,0.602,0.738,0.000407677
Macrophages,Macrophages,CD99,PILRA,0.011429069,0,3230,CD99 - PILRA,other,other,other,Pos,0.263522667,0.627,0.732,4.56E-31,-0.199966005,0.432,0.721,7.65E-243
Prolif.T,Macrophages,CD99,PILRA,0.020608709,0,3230,CD99 - PILRA,other,other,other,Pos,0.417780134,0.952,0.938,3.88E-10,-0.199966005,0.432,0.721,7.65E-243
Macrophages,Prolif.T,CD47,SIRPG,0.017015241,0,3245,CD47 - SIRPG,other,other,other,Pos,0.457622488,0.545,0.545,2.71E-117,0.933578991,0.601,0,5.72E-21
T cells,Prolif.T,CD47,SIRPG,0.007114553,0,3245,CD47 - SIRPG,other,other,other,Pos,0.235312686,0.307,0.164,4.04E-15,0.933578991,0.601,0,5.72E-21
DC,Prolif.T,CD47,SIRPG,0.016250946,0,3245,CD47 - SIRPG,other,other,other,Pos,0.412433656,0.63,0.466,5.85E-14,0.933578991,0.601,0,5.72E-21
Macrophages,Macrophages,ANXA1,DYSF,0.011590382,0,119,ANXA1 - DYSF,other,other,other,Pos,-0.133715213,0.782,0.972,3.58E-160,0.705810319,0.284,0.008,0
T cells,Macrophages,ANXA1,DYSF,0.009915314,0,119,ANXA1 - DYSF,other,other,other,Pos,0.170256391,0.627,0.552,0.002267765,0.705810319,0.284,0.008,0
DC,Macrophages,ANXA1,DYSF,0.008355737,0,119,ANXA1 - DYSF,other,other,other,Pos,0.205038051,0.678,0.743,0.08312616,0.705810319,0.284,0.008,0
Prolif.T,Macrophages,ANXA1,DYSF,0.009921442,0,119,ANXA1 - DYSF,other,other,other,Pos,-0.545659214,0.817,0.962,1.04E-10,0.705810319,0.284,0.008,0
Aveolar cells,Macrophages,ANXA1,DYSF,0.01479623,0,119,ANXA1 - DYSF,other,other,other,Pos,-0.226690013,0.86,1,0.124916074,0.705810319,0.284,0.008,0
Macrophages,Macrophages,ANXA1,FPR1,0.061565614,0,121,ANXA1 - FPR1,other,other,other,Pos,-0.133715213,0.782,0.972,3.58E-160,0.86801153,0.591,0.482,0
T cells,Macrophages,ANXA1,FPR1,0.053055702,0,121,ANXA1 - FPR1,other,other,other,Pos,0.170256391,0.627,0.552,0.002267765,0.86801153,0.591,0.482,0
DC,Macrophages,ANXA1,FPR1,0.045019126,0,121,ANXA1 - FPR1,other,other,other,Pos,0.205038051,0.678,0.743,0.08312616,0.86801153,0.591,0.482,0
Prolif.T,Macrophages,ANXA1,FPR1,0.053087061,0,121,ANXA1 - FPR1,other,other,other,Pos,-0.545659214,0.817,0.962,1.04E-10,0.86801153,0.591,0.482,0
Aveolar cells,Macrophages,ANXA1,FPR1,0.077510401,0,121,ANXA1 - FPR1,other,other,other,Pos,-0.226690013,0.86,1,0.124916074,0.86801153,0.591,0.482,0
Macrophages,Macrophages,ANXA1,FPR3,0.01747857,0,123,ANXA1 - FPR3,other,other,other,Pos,-0.133715213,0.782,0.972,3.58E-160,0.763035958,0.365,0.091,0
T cells,Macrophages,ANXA1,FPR3,0.014965412,0,123,ANXA1 - FPR3,other,other,other,Pos,0.170256391,0.627,0.552,0.002267765,0.763035958,0.365,0.091,0
DC,Macrophages,ANXA1,FPR3,0.012621633,0,123,ANXA1 - FPR3,other,other,other,Pos,0.205038051,0.678,0.743,0.08312616,0.763035958,0.365,0.091,0
Prolif.T,Macrophages,ANXA1,FPR3,0.014974613,0,123,ANXA1 - FPR3,other,other,other,Pos,-0.545659214,0.817,0.962,1.04E-10,0.763035958,0.365,0.091,0
Aveolar cells,Macrophages,ANXA1,FPR3,0.022276358,0,123,ANXA1 - FPR3,other,other,other,Pos,-0.226690013,0.86,1,0.124916074,0.763035958,0.365,0.091,0
Macrophages,Prolif.T,B2M,CD247,0.118893641,0,225,B2M - CD247,other,other,other,Pos,NA,NA,NA,NA,0.903516014,0.758,0.012,8.28E-29
Prolif.T,Prolif.T,B2M,CD247,0.123057192,0,225,B2M - CD247,other,other,other,Pos,0.188982292,1,1,0.00176265,0.903516014,0.758,0.012,8.28E-29
Ciliated,Prolif.T,B2M,CD247,0.118415227,0,225,B2M - CD247,other,other,other,Pos,-0.101183256,1,1,0.004674555,0.903516014,0.758,0.012,8.28E-29
Aveolar cells,Prolif.T,B2M,CD247,0.109900677,0,225,B2M - CD247,other,other,other,Pos,NA,NA,NA,NA,0.903516014,0.758,0.012,8.28E-29
Macrophages,T cells,B2M,CD3D,0.21110968,0,226,B2M - CD3D,other,other,other,Pos,NA,NA,NA,NA,0.427745453,0.722,0.484,1.49E-40
Prolif.T,T cells,B2M,CD3D,0.217704652,0,226,B2M - CD3D,other,other,other,Pos,0.188982292,1,1,0.00176265,0.427745453,0.722,0.484,1.49E-40
Ciliated,T cells,B2M,CD3D,0.210348786,0,226,B2M - CD3D,other,other,other,Pos,-0.101183256,1,1,0.004674555,0.427745453,0.722,0.484,1.49E-40
Aveolar cells,T cells,B2M,CD3D,0.19669874,0,226,B2M - CD3D,other,other,other,Pos,NA,NA,NA,NA,0.427745453,0.722,0.484,1.49E-40
Macrophages,Prolif.T,B2M,CD3D,0.250010336,0,226,B2M - CD3D,other,other,other,Pos,NA,NA,NA,NA,2.199069285,0.929,0.038,2.80E-43
Prolif.T,Prolif.T,B2M,CD3D,0.257424,0,226,B2M - CD3D,other,other,other,Pos,0.188982292,1,1,0.00176265,2.199069285,0.929,0.038,2.80E-43
Ciliated,Prolif.T,B2M,CD3D,0.249153516,0,226,B2M - CD3D,other,other,other,Pos,-0.101183256,1,1,0.004674555,2.199069285,0.929,0.038,2.80E-43
Aveolar cells,Prolif.T,B2M,CD3D,0.233730684,0,226,B2M - CD3D,other,other,other,Pos,NA,NA,NA,NA,2.199069285,0.929,0.038,2.80E-43
Macrophages,T cells,B2M,CD3G,0.165966714,0,227,B2M - CD3G,other,other,other,Pos,NA,NA,NA,NA,0.276712085,0.552,0.362,5.12E-17
Prolif.T,T cells,B2M,CD3G,0.171457944,0,227,B2M - CD3G,other,other,other,Pos,0.188982292,1,1,0.00176265,0.276712085,0.552,0.362,5.12E-17
Ciliated,T cells,B2M,CD3G,0.165334427,0,227,B2M - CD3G,other,other,other,Pos,-0.101183256,1,1,0.004674555,0.276712085,0.552,0.362,5.12E-17
Aveolar cells,T cells,B2M,CD3G,0.154035661,0,227,B2M - CD3G,other,other,other,Pos,NA,NA,NA,NA,0.276712085,0.552,0.362,5.12E-17
Macrophages,Prolif.T,B2M,CD3G,0.179865485,0,227,B2M - CD3G,other,other,other,Pos,NA,NA,NA,NA,1.207537716,0.858,0.05,7.72E-34
Prolif.T,Prolif.T,B2M,CD3G,0.185714177,0,227,B2M - CD3G,other,other,other,Pos,0.188982292,1,1,0.00176265,1.207537716,0.858,0.05,7.72E-34
Ciliated,Prolif.T,B2M,CD3G,0.179191624,0,227,B2M - CD3G,other,other,other,Pos,-0.101183256,1,1,0.004674555,1.207537716,0.858,0.05,7.72E-34
Aveolar cells,Prolif.T,B2M,CD3G,0.1671355,0,227,B2M - CD3G,other,other,other,Pos,NA,NA,NA,NA,1.207537716,0.858,0.05,7.72E-34
Macrophages,Macrophages,B2M,LILRB1,0.051694625,0,236,B2M - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
Prolif.T,Macrophages,B2M,LILRB1,0.053648208,0,236,B2M - LILRB1,other,other,other,Pos,0.188982292,1,1,0.00176265,0.77863979,0.478,0.293,0
Ciliated,Macrophages,B2M,LILRB1,0.051470816,0,236,B2M - LILRB1,other,other,other,Pos,-0.101183256,1,1,0.004674555,0.77863979,0.478,0.293,0
Aveolar cells,Macrophages,B2M,LILRB1,0.047510435,0,236,B2M - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
Macrophages,Macrophages,B2M,LILRB2,0.128613898,0,237,B2M - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
Prolif.T,Macrophages,B2M,LILRB2,0.133066437,0,237,B2M - LILRB2,other,other,other,Pos,0.188982292,1,1,0.00176265,1.289064282,0.598,0.146,0
Ciliated,Macrophages,B2M,LILRB2,0.128102058,0,237,B2M - LILRB2,other,other,other,Pos,-0.101183256,1,1,0.004674555,1.289064282,0.598,0.146,0
Aveolar cells,Macrophages,B2M,LILRB2,0.118984992,0,237,B2M - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
Aveolar cells,Macrophages,C3,C3AR1,0.002996214,0,311,C3 - C3AR1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,0.552391756,0.452,0.333,2.98E-204
Aveolar cells,DC,C3,C3AR1,0.002453215,0,311,C3 - C3AR1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,0.312194941,0.412,0.288,4.55E-07
Aveolar cells,Macrophages,C3,IFITM1,0.017714061,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,3.007498093,0.681,0.013,0
Aveolar cells,T cells,C3,IFITM1,0.026410412,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,1.170403507,0.864,0.546,7.09E-167
Aveolar cells,DC,C3,IFITM1,0.017859907,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,2.12582272,0.762,0.285,3.12E-70
Aveolar cells,Prolif.T,C3,IFITM1,0.027588849,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,2.891000436,0.965,0.05,5.73E-45
Aveolar cells,Ciliated,C3,IFITM1,0.015753033,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,2.541016126,0.841,0,5.51E-54
Aveolar cells,Aveolar cells,C3,IFITM1,0.021975646,0,318,C3 - IFITM1,other,other,other,Pos,0.976780056,0.406,0,0.028038103,3.17735363,0.839,0,6.32E-05
Aveolar cells,Macrophages,C3,ITGAM,0.00202825,0,319,C3 - ITGAM,other,other,other,Pos,0.976780056,0.406,0,0.028038103,0.614091549,0.312,0.104,0
T cells,Macrophages,CALM1,ABCA1,0.0174529,0,364,CALM1 - ABCA1,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,0.645580165,0.292,0.064,0
Aveolar cells,Macrophages,CALM1,ABCA1,0.012642774,0,364,CALM1 - ABCA1,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,0.645580165,0.292,0.064,0
T cells,Prolif.T,CALM1,FAS,0.015477613,0,373,CALM1 - FAS,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,0.4273475,0.41,0.062,1.31E-09
Aveolar cells,Prolif.T,CALM1,FAS,0.011205679,0,373,CALM1 - FAS,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,0.4273475,0.41,0.062,1.31E-09
T cells,Ciliated,CALM1,MYLK,0.016104328,0,389,CALM1 - MYLK,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,0.580392583,0.273,0,5.73E-16
Aveolar cells,Ciliated,CALM1,MYLK,0.011661465,0,389,CALM1 - MYLK,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,0.580392583,0.273,0,5.73E-16
T cells,T cells,CALM1,SELL,0.024551312,0,401,CALM1 - SELL,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,1.124096553,0.257,0.02,2.77E-59
Aveolar cells,T cells,CALM1,SELL,0.017820302,0,401,CALM1 - SELL,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,1.124096553,0.257,0.02,2.77E-59
T cells,DC,CALM1,SELL,0.029134875,0,401,CALM1 - SELL,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,0.85925678,0.444,0.11,2.88E-29
Aveolar cells,DC,CALM1,SELL,0.02117451,0.01,401,CALM1 - SELL,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,0.85925678,0.444,0.11,2.88E-29
T cells,Prolif.T,CALM1,SELL,0.11698165,0,401,CALM1 - SELL,other,other,other,Pos,0.18389567,0.87,0.792,5.52E-15,1.574796885,0.813,0.05,6.50E-32
Aveolar cells,Prolif.T,CALM1,SELL,0.087174528,0,401,CALM1 - SELL,other,other,other,Pos,-0.217462749,0.818,1,0.146135152,1.574796885,0.813,0.05,6.50E-32
Macrophages,Macrophages,CALM2,ABCA1,0.008349226,0,405,CALM2 - ABCA1,other,other,other,Pos,-0.167450428,0.692,0.928,9.26E-164,0.645580165,0.292,0.064,0
T cells,Macrophages,CALM2,ABCA1,0.007675933,0,405,CALM2 - ABCA1,other,other,other,Pos,-0.110481707,0.53,0.485,0.202837013,0.645580165,0.292,0.064,0
DC,Macrophages,CALM2,ABCA1,0.010859218,0,405,CALM2 - ABCA1,other,other,other,Pos,NA,NA,NA,NA,0.645580165,0.292,0.064,0
Prolif.T,Macrophages,CALM2,ABCA1,0.011470258,0,405,CALM2 - ABCA1,other,other,other,Pos,-0.367635153,0.91,0.975,6.92E-07,0.645580165,0.292,0.064,0
Aveolar cells,Macrophages,CALM2,ABCA1,0.014716218,0,405,CALM2 - ABCA1,other,other,other,Pos,0.764681561,0.881,1,0.027304463,0.645580165,0.292,0.064,0
Macrophages,Ciliated,CALM2,MYLK,0.007698576,0,417,CALM2 - MYLK,other,other,other,Pos,-0.167450428,0.692,0.928,9.26E-164,0.580392583,0.273,0,5.73E-16
T cells,Ciliated,CALM2,MYLK,0.007077378,0,417,CALM2 - MYLK,other,other,other,Pos,-0.110481707,0.53,0.485,0.202837013,0.580392583,0.273,0,5.73E-16
DC,Ciliated,CALM2,MYLK,0.010014942,0,417,CALM2 - MYLK,other,other,other,Pos,NA,NA,NA,NA,0.580392583,0.273,0,5.73E-16
Prolif.T,Ciliated,CALM2,MYLK,0.010578983,0,417,CALM2 - MYLK,other,other,other,Pos,-0.367635153,0.91,0.975,6.92E-07,0.580392583,0.273,0,5.73E-16
Aveolar cells,Ciliated,CALM2,MYLK,0.013576185,0,417,CALM2 - MYLK,other,other,other,Pos,0.764681561,0.881,1,0.027304463,0.580392583,0.273,0,5.73E-16
Macrophages,T cells,CALM2,SELL,0.011789435,0,425,CALM2 - SELL,other,other,other,Pos,-0.167450428,0.692,0.928,9.26E-164,1.124096553,0.257,0.02,2.77E-59
T cells,T cells,CALM2,SELL,0.010841752,0,425,CALM2 - SELL,other,other,other,Pos,-0.110481707,0.53,0.485,0.202837013,1.124096553,0.257,0.02,2.77E-59
DC,T cells,CALM2,SELL,0.015317668,0,425,CALM2 - SELL,other,other,other,Pos,NA,NA,NA,NA,1.124096553,0.257,0.02,2.77E-59
Prolif.T,T cells,CALM2,SELL,0.016175479,0,425,CALM2 - SELL,other,other,other,Pos,-0.367635153,0.91,0.975,6.92E-07,1.124096553,0.257,0.02,2.77E-59
Aveolar cells,T cells,CALM2,SELL,0.020725049,0,425,CALM2 - SELL,other,other,other,Pos,0.764681561,0.881,1,0.027304463,1.124096553,0.257,0.02,2.77E-59
Macrophages,DC,CALM2,SELL,0.014024699,0,425,CALM2 - SELL,other,other,other,Pos,-0.167450428,0.692,0.928,9.26E-164,0.85925678,0.444,0.11,2.88E-29
T cells,DC,CALM2,SELL,0.012899681,0,425,CALM2 - SELL,other,other,other,Pos,-0.110481707,0.53,0.485,0.202837013,0.85925678,0.444,0.11,2.88E-29
DC,DC,CALM2,SELL,0.018209553,0,425,CALM2 - SELL,other,other,other,Pos,NA,NA,NA,NA,0.85925678,0.444,0.11,2.88E-29
Prolif.T,DC,CALM2,SELL,0.019226152,0,425,CALM2 - SELL,other,other,other,Pos,-0.367635153,0.91,0.975,6.92E-07,0.85925678,0.444,0.11,2.88E-29
Aveolar cells,DC,CALM2,SELL,0.0246123,0,425,CALM2 - SELL,other,other,other,Pos,0.764681561,0.881,1,0.027304463,0.85925678,0.444,0.11,2.88E-29
Macrophages,Prolif.T,CALM2,SELL,0.059084284,0,425,CALM2 - SELL,other,other,other,Pos,-0.167450428,0.692,0.928,9.26E-164,1.574796885,0.813,0.05,6.50E-32
T cells,Prolif.T,CALM2,SELL,0.054544687,0,425,CALM2 - SELL,other,other,other,Pos,-0.110481707,0.53,0.485,0.202837013,1.574796885,0.813,0.05,6.50E-32
DC,Prolif.T,CALM2,SELL,0.075682493,0,425,CALM2 - SELL,other,other,other,Pos,NA,NA,NA,NA,1.574796885,0.813,0.05,6.50E-32
Prolif.T,Prolif.T,CALM2,SELL,0.079647381,0,425,CALM2 - SELL,other,other,other,Pos,-0.367635153,0.91,0.975,6.92E-07,1.574796885,0.813,0.05,6.50E-32
Aveolar cells,Prolif.T,CALM2,SELL,0.10023051,0,425,CALM2 - SELL,other,other,other,Pos,0.764681561,0.881,1,0.027304463,1.574796885,0.813,0.05,6.50E-32
Ciliated,Macrophages,CALM3,ABCA1,0.001994703,0,427,CALM3 - ABCA1,other,other,other,Pos,0.157461516,0.42,0.466,0.583740538,0.645580165,0.292,0.064,0
Aveolar cells,Macrophages,CALM3,ABCA1,0.001588926,0,427,CALM3 - ABCA1,other,other,other,Pos,0.288334143,0.42,0.375,0.590584307,0.645580165,0.292,0.064,0
Ciliated,Ciliated,CALM3,MYLK,0.001838339,0,438,CALM3 - MYLK,other,other,other,Pos,0.157461516,0.42,0.466,0.583740538,0.580392583,0.273,0,5.73E-16
Aveolar cells,Ciliated,CALM3,MYLK,0.001464324,0,438,CALM3 - MYLK,other,other,other,Pos,0.288334143,0.42,0.375,0.590584307,0.580392583,0.273,0,5.73E-16
Ciliated,Prolif.T,CALM3,SELL,0.014687674,0,446,CALM3 - SELL,other,other,other,Pos,0.157461516,0.42,0.466,0.583740538,1.574796885,0.813,0.05,6.50E-32
Aveolar cells,Prolif.T,CALM3,SELL,0.011730153,0,446,CALM3 - SELL,other,other,other,Pos,0.288334143,0.42,0.375,0.590584307,1.574796885,0.813,0.05,6.50E-32
Aveolar cells,Prolif.T,CCL2,CCR2,0.000528175,0,556,CCL2 - CCR2,other,other,other,Pos,1.295487831,0.259,0,0.10450518,0.466157656,0.351,0.012,9.21E-10
Aveolar cells,Prolif.T,CCL2,CCR5,0.001566089,0,559,CCL2 - CCR5,other,other,other,Pos,1.295487831,0.259,0,0.10450518,0.642432349,0.529,0.025,3.95E-16
T cells,Macrophages,CCL4,CCR1,0.016972896,0,571,CCL4 - CCR1,other,other,other,Pos,0.146764216,0.355,0.413,3.13E-07,1.306045262,0.62,0.142,0
T cells,DC,CCL4,CCR1,0.004536871,0,571,CCL4 - CCR1,other,other,other,Pos,0.146764216,0.355,0.413,3.13E-07,0.587772352,0.408,0.147,2.30E-20
T cells,Prolif.T,CCL4,CCR1,0.01045421,0,571,CCL4 - CCR1,other,other,other,Pos,0.146764216,0.355,0.413,3.13E-07,0.698123863,0.631,0.262,2.35E-12
T cells,Prolif.T,CCL4,CCR5,0.006886229,0,573,CCL4 - CCR5,other,other,other,Pos,0.146764216,0.355,0.413,3.13E-07,0.642432349,0.529,0.025,3.95E-16
T cells,Macrophages,CCL5,CCR1,0.079471889,0,579,CCL5 - CCR1,other,other,other,Pos,NA,NA,NA,NA,1.306045262,0.62,0.142,0
T cells,DC,CCL5,CCR1,0.022280832,0,579,CCL5 - CCR1,other,other,other,Pos,NA,NA,NA,NA,0.587772352,0.408,0.147,2.30E-20
T cells,Prolif.T,CCL5,CCR1,0.050174734,0,579,CCL5 - CCR1,other,other,other,Pos,NA,NA,NA,NA,0.698123863,0.631,0.262,2.35E-12
T cells,Prolif.T,CCL5,CCR5,0.033509359,0,582,CCL5 - CCR5,other,other,other,Pos,NA,NA,NA,NA,0.642432349,0.529,0.025,3.95E-16
T cells,Prolif.T,CCL5,CXCR3,0.065068106,0,583,CCL5 - CXCR3,other,other,other,Pos,NA,NA,NA,NA,1.166726236,0.743,0.012,6.20E-29
T cells,Ciliated,CCL5,SDC4,0.02419336,0,589,CCL5 - SDC4,other,other,other,Pos,NA,NA,NA,NA,0.901219995,0.42,0.027,3.38E-20
T cells,T cells,CD48,CD2,0.071740402,0,623,CD48 - CD2,other,other,other,Pos,NA,NA,NA,NA,0.277782278,0.756,0.642,3.01E-17
DC,T cells,CD48,CD2,0.051813822,0,623,CD48 - CD2,other,other,other,Pos,NA,NA,NA,NA,0.277782278,0.756,0.642,3.01E-17
T cells,Prolif.T,CD48,CD2,0.067617341,0,623,CD48 - CD2,other,other,other,Pos,NA,NA,NA,NA,1.977719485,0.94,0.138,3.58E-42
DC,Prolif.T,CD48,CD2,0.048775805,0,623,CD48 - CD2,other,other,other,Pos,NA,NA,NA,NA,1.977719485,0.94,0.138,3.58E-42
Macrophages,T cells,CD58,CD2,0.011309043,0,627,CD58 - CD2,other,other,other,Pos,NA,NA,NA,NA,0.277782278,0.756,0.642,3.01E-17
DC,T cells,CD58,CD2,0.015916481,0,627,CD58 - CD2,other,other,other,Pos,-0.42038528,0.411,0.616,2.21E-17,0.277782278,0.756,0.642,3.01E-17
Prolif.T,T cells,CD58,CD2,0.046831504,0,627,CD58 - CD2,other,other,other,Pos,0.170133854,0.674,0.588,0.041060109,0.277782278,0.756,0.642,3.01E-17
Macrophages,Prolif.T,CD58,CD2,0.010619358,0,627,CD58 - CD2,other,other,other,Pos,NA,NA,NA,NA,1.977719485,0.94,0.138,3.58E-42
DC,Prolif.T,CD58,CD2,0.014950059,0,627,CD58 - CD2,other,other,other,Pos,-0.42038528,0.411,0.616,2.21E-17,1.977719485,0.94,0.138,3.58E-42
Prolif.T,Prolif.T,CD58,CD2,0.044072038,0,627,CD58 - CD2,other,other,other,Pos,0.170133854,0.674,0.588,0.041060109,1.977719485,0.94,0.138,3.58E-42
Macrophages,Prolif.T,CD86,CD28,0.001596888,0,632,CD86 - CD28,other,other,other,Pos,0.184597421,0.32,0.37,0.451638422,0.659063531,0.469,0,1.03E-14
DC,Prolif.T,CD86,CD28,0.005007883,0,632,CD86 - CD28,other,other,other,Pos,0.125665194,0.57,0.607,0.8956556,0.659063531,0.469,0,1.03E-14
Prolif.T,Prolif.T,CD86,CD28,0.00112739,0,632,CD86 - CD28,other,other,other,Pos,-0.247270375,0.364,0.588,2.63E-05,0.659063531,0.469,0,1.03E-14
Macrophages,Prolif.T,CD86,CTLA4,0.00610816,0,633,CD86 - CTLA4,other,other,other,Pos,0.184597421,0.32,0.37,0.451638422,1.411088969,0.615,0.012,3.11E-21
DC,Prolif.T,CD86,CTLA4,0.018972236,0,633,CD86 - CTLA4,other,other,other,Pos,0.125665194,0.57,0.607,0.8956556,1.411088969,0.615,0.012,3.11E-21
Prolif.T,Prolif.T,CD86,CTLA4,0.004318046,0,633,CD86 - CTLA4,other,other,other,Pos,-0.247270375,0.364,0.588,2.63E-05,1.411088969,0.615,0.012,3.11E-21
Aveolar cells,Ciliated,CDH1,IGF1R,0.001659403,0,637,CDH1 - IGF1R,other,other,other,Pos,0.879941325,0.427,0,0.02270757,0.444938746,0.273,0.013,3.07E-13
Aveolar cells,Prolif.T,CDH1,ITGAE,0.00390403,0,638,CDH1 - ITGAE,other,other,other,Pos,0.879941325,0.427,0,0.02270757,0.287667851,0.544,0.275,7.72E-06
